时间:2018-08-20 05:43:24  句柄:73    角色:老子在床上曰 地图:D2001 级别:42     事件:老子在床上曰  策略超速使用 - [麻痹]
时间:2018-08-20 23:11:24  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 23:12:18  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:13:39  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 23:14:41  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 23:17:10  句柄:23    角色:至少2还有你 地图:H010  级别:40     事件:至少2还有你  策略超速使用 - [麻痹]
时间:2018-08-20 23:17:28  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 23:19:09  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:20:04  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:24:34  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:24:54  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:26:44  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:28:46  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:29:34  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:30:33  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:31:14  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:32:24  句柄:3     角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 23:33:01  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:33:35  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:34:30  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:40:15  句柄:13    角色:神仙        地图:H008  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 23:40:47  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:44:07  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:45:46  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 23:46:38  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:47:29  句柄:3     角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 23:49:29  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:50:09  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:51:10  句柄:3     角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 23:51:47  句柄:27    角色:打宝专用    地图:D5074 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 23:57:27  句柄:13    角色:神仙        地图:H008  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 23:57:53  句柄:13    角色:神仙        地图:H008  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 23:58:27  句柄:13    角色:神仙        地图:H008  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 23:58:45  句柄:13    角色:神仙        地图:H008  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 23:59:10  句柄:13    角色:神仙        地图:H008  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 23:59:26  句柄:13    角色:神仙        地图:H008  级别:44     事件:神仙  策略超速使用 - [麻痹]
