时间:2018-08-19 00:31:12  句柄:20    角色:一二一      地图:T232  级别:45     事件:一二一  策略超速使用 - [麻痹]
时间:2018-08-19 20:51:02  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 20:51:44  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 20:52:29  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:54:22  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:55:37  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 20:59:17  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 21:02:59  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:03:25  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 21:03:33  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:05:22  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 21:06:23  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 21:06:38  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:07:22  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 21:07:49  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:08:35  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:08:51  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:09:23  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:14:41  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 21:17:52  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:18:39  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 21:19:22  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 21:19:46  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 21:19:52  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 21:23:42  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 21:24:58  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:25:17  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:26:18  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:28:40  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 21:40:06  句柄:40    角色:奶妈        地图:Fama3 级别:45     事件:奶妈  策略超速使用 - [麻痹]
时间:2018-08-19 21:44:14  句柄:67    角色:落英缤纷    地图:D2011 级别:45     事件:落英缤纷  策略超速使用 - [麻痹]
时间:2018-08-19 21:58:52  句柄:69    角色:德玛        地图:0150  级别:47     事件:德玛  策略超速使用 - [麻痹]
时间:2018-08-19 22:01:58  句柄:40    角色:新势力肚兜  地图:D507122 级别:49     事件:新势力肚兜  策略超速使用 - [麻痹]
时间:2018-08-19 22:15:41  句柄:46    角色:还是太年轻′ 地图:11    级别:48     事件:还是太年轻′  策略超速使用 - [麻痹]
时间:2018-08-19 22:16:55  句柄:2     角色:德玛        地图:3     级别:47     事件:德玛  策略超速使用 - [麻痹]
时间:2018-08-19 22:24:11  句柄:22    角色:刺骨        地图:F007A 级别:46     事件:刺骨  策略超速使用 - [麻痹]
时间:2018-08-19 22:26:52  句柄:22    角色:刺骨        地图:F007A 级别:46     事件:刺骨  策略超速使用 - [麻痹]
时间:2018-08-19 22:35:09  句柄:50    角色:云烟        地图:D5071B 级别:49     事件:云烟  策略超速使用 - [麻痹]
时间:2018-08-19 22:35:17  句柄:54    角色:霸霸        地图:D5071B 级别:48     事件:霸霸  策略超速使用 - [麻痹]
时间:2018-08-19 22:36:13  句柄:50    角色:云烟        地图:D5071B 级别:49     事件:云烟  策略超速使用 - [麻痹]
时间:2018-08-19 22:36:33  句柄:56    角色:阿诗玛      地图:D5071B 级别:46     事件:阿诗玛  策略超速使用 - [麻痹]
时间:2018-08-19 22:44:21  句柄:50    角色:云烟        地图:ZYT1  级别:49     事件:云烟  策略超速使用 - [麻痹]
时间:2018-08-19 22:58:58  句柄:29    角色:云烟        地图:ZYT1  级别:49     事件:云烟  策略超速使用 - [麻痹]
时间:2018-08-19 22:59:29  句柄:49    角色:阿诗玛      地图:ZYT1  级别:46     事件:阿诗玛  策略超速使用 - [麻痹]
时间:2018-08-19 23:07:47  句柄:28    角色:新势力肚兜  地图:ZYT1  级别:49     事件:新势力肚兜  策略超速使用 - [麻痹]
时间:2018-08-19 23:25:20  句柄:52    角色:抹杀你的骄傲〃 地图:ZYT1  级别:50     事件:抹杀你的骄傲〃  策略超速使用 - [麻痹]
时间:2018-08-19 23:27:58  句柄:28    角色:云烟        地图:ZYT1  级别:49     事件:云烟  策略超速使用 - [麻痹]
时间:2018-08-19 23:30:51  句柄:52    角色:绿色        地图:ZYT1  级别:45     事件:绿色  策略超速使用 - [麻痹]
时间:2018-08-19 23:31:48  句柄:11    角色:还是太年轻′ 地图:ZYT1  级别:48     事件:还是太年轻′  策略超速使用 - [麻痹]
时间:2018-08-19 23:34:00  句柄:18    角色:雄霸小哥    地图:ZYT1  级别:48     事件:雄霸小哥  策略超速使用 - [麻痹]
时间:2018-08-19 23:37:32  句柄:4     角色:帅帅的大吕布 地图:ZYT1  级别:49     事件:帅帅的大吕布  策略超速使用 - [麻痹]
时间:2018-08-19 23:39:31  句柄:5     角色:抹杀你的骄傲〃 地图:ZYT1  级别:50     事件:抹杀你的骄傲〃  策略超速使用 - [麻痹]
