2016-06-24 01:27:28  Exceptio:“Ï≥£√Ë ˆ:MHBchsvmJ7sEoWAmQkItnkASCZpBammoWFIpkk84OQpMcgmSTko9nE44MZAEaiEK|Group:107

2016-06-24 09:39:09  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4OZBPQj2aSxo5Ck56OQpJWjUK|Group:120

2016-06-24 09:39:10  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4OZBPQj2aSxo5Ck56OQpJWjUK|Group:120

2016-06-24 09:39:10  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4OZBPQj2aSxo5Ck56OQpJWjUK|Group:120

2016-06-24 09:39:11  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4OZBPQj2aSxo5Ck56OQpJWjUK|Group:120

2016-06-24 09:39:26  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZhNaj2eSFopCk5KDQpJSi0K|Group:119

2016-06-24 09:39:27  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZhNaj2eSFopCk5KDQpJSi0K|Group:119

2016-06-24 09:39:28  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZhNaj2eSFopCk5KDQpJSi0K|Group:119

2016-06-24 09:39:28  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZhNaj2eSFopCk5KDQpJSi0K|Group:120

2016-06-24 09:39:29  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZhNaj2eSFopCk5KDQpJSi0K|Group:120

2016-06-24 09:39:30  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZhNaj2eSFopCk5KDQpJSi0K|Group:120

2016-06-24 09:39:38  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84JYJLWjGQTEo5Ck5CMQpJSj0K|Group:119

2016-06-24 09:39:38  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84JYJLWjGQTEo5Ck5CMQpJSj0K|Group:119

2016-06-24 09:39:39  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84JYJLWjGQTEo5Ck5CMQpJSj0K|Group:119

2016-06-24 09:39:42  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JYJLWjGQTEo5Ck5CMQpJSjEK|Group:119

2016-06-24 09:39:42  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JYJLWjGQTEo5Ck5CMQpJSjEK|Group:119

2016-06-24 09:39:43  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JYJLWjGQTEo5Ck5CMQpJSjEK|Group:119

2016-06-24 09:39:44  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JYJLWjGQTEo5Ck5CMQpJSjEK|Group:119

2016-06-24 09:39:45  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JYJLWjGQTEo5Ck5CMQpJSjEK|Group:119

2016-06-24 09:39:53  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04IZpNGi2WT0opCk5CKQpJQj0K|Group:120

2016-06-24 09:39:54  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04IZpNGi2WT0opCk5CKQpJQj0K|Group:120

2016-06-24 09:39:54  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04IZpNGi2WT0opCk5CKQpJQj0K|Group:120

2016-06-24 09:39:55  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04IZpNGi2WT0opCk5CKQpJQj0K|Group:120

2016-06-24 09:39:56  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44IZpNGi2WT0opCk5CKQpJQjkK|Group:120

2016-06-24 09:39:57  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44IZpNGi2WT0opCk5CKQpJQjkK|Group:120

2016-06-24 09:39:57  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44IZpNGi2WT0opCk5CKQpJQjkK|Group:120

2016-06-24 09:39:58  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44IZpNGi2WT0opCk5CKQpJQjkK|Group:120

2016-06-24 09:39:59  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44IZpNGi2WT0opCk5CKQpJQjkK|Group:120

2016-06-24 09:40:01  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04IZpNGi2WT0opCk5CKQpJQj0K|Group:120

2016-06-24 09:40:02  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04IZpNGi2WT0opCk5CKQpJQj0K|Group:120

2016-06-24 09:40:03  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04IZpNGi2WT0opCk5CKQpJQj0K|Group:120

2016-06-24 09:40:03  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZpNGi2WT0opCk5CLQpJQj0K|Group:120

2016-06-24 09:40:04  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZpNGi2WT0opCk5CLQpJQj0K|Group:120

2016-06-24 09:40:05  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZpNGi2WT0opCk5CLQpJQj0K|Group:120

2016-06-24 09:40:05  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZpNGi2WT0opCk5CLQpJQj0K|Group:119

2016-06-24 09:40:06  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZpNGi2WT0opCk5CLQpJQj0K|Group:119

2016-06-24 09:40:07  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZpNGi2WT0opCk5CLQpJQj0K|Group:119

2016-06-24 09:40:08  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZpNGi2WT0opCk5CLQpJQj0K|Group:119

2016-06-24 09:40:09  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZpNGi2WT0opCk5CLQpJQj0K|Group:119

2016-06-24 09:40:24  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44MZZPGi2YSHIxCk5SDQpJej0K|Group:119

2016-06-24 09:40:25  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44MZZPGi2YSHIxCk5SDQpJej0K|Group:119

2016-06-24 09:40:26  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44MZZPGi2YSHIxCk5SDQpJej0K|Group:119

2016-06-24 09:40:26  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04JZRLQi2USVo5Ck5SCQpJejEK|Group:119

2016-06-24 09:40:27  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04JZRLQi2USVo5Ck5SCQpJejEK|Group:119

2016-06-24 09:40:27  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck04JZRLQi2USVo5Ck5SCQpJejEK|Group:119

2016-06-24 09:40:28  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JZRLQi2USVo5Ck5SCQpJej0K|Group:119

2016-06-24 09:40:33  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:118

2016-06-24 09:40:33  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:119

2016-06-24 09:40:34  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:119

2016-06-24 09:40:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:119

2016-06-24 09:40:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:119

2016-06-24 09:40:36  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:119

2016-06-24 09:40:37  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:119

2016-06-24 09:40:37  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:119

2016-06-24 09:40:38  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4MZZPGi2YSHIxCk5KKQpJej0K|Group:119

2016-06-24 09:40:42  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZRLQi2USVo5Ck5SDQpJejEK|Group:119

2016-06-24 09:40:42  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZRLQi2USVo5Ck5SDQpJejEK|Group:119

2016-06-24 09:40:43  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZRLQi2USVo5Ck5SDQpJejEK|Group:120

2016-06-24 09:40:44  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZRLQi2USVo5Ck5SDQpJejEK|Group:120

2016-06-24 09:40:44  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZRLQi2USVo5Ck5SDQpJejEK|Group:120

2016-06-24 09:40:52  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:53  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:53  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:54  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:55  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:55  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:56  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:57  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:57  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:58  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:40:59  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:01  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:02  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:02  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:03  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:04  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:04  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:05  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:06  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cks4JZBPci2YSkIhCk5SCQpJciUK|Group:121

2016-06-24 09:41:06  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4JZBPci2YSkIhCk5SCQpJciEK|Group:121

2016-06-24 09:41:07  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:08  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:12  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:12  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:13  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:14  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:15  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44JZBPci2YSkIhCk5SNQpJciUK|Group:121

2016-06-24 09:41:33  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:34  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:37  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:38  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:39  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:39  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:40  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:41  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZJLQiWAS3o5Ck0aNQpJGiEK|Group:121

2016-06-24 09:41:45  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4OZJLQiWAS3o5Ck0aNQpJGi0K|Group:121

2016-06-24 09:41:46  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4OZJLQiWAS3o5Ck0aNQpJGi0K|Group:121

2016-06-24 09:41:47  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4OZJLQiWAS3o5Ck0aNQpJGi0K|Group:121

2016-06-24 09:41:47  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4OZJLQiWAS3o5Ck0aNQpJGi0K|Group:121

2016-06-24 09:41:48  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4OZJLQiWAS3o5Ck0aNQpJGi0K|Group:121

2016-06-24 09:45:11  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZ5NejGaTmIhCksSOQpMejEK|Group:122

2016-06-24 09:45:12  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZ5NejGaTmIhCksSOQpMejEK|Group:122

2016-06-24 09:45:12  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZ5NejGaTmIhCksSOQpMejEK|Group:122

2016-06-24 09:45:13  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZ5NejGaTmIhCksSOQpMejEK|Group:122

2016-06-24 09:45:14  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZ5NejGaTmIhCksSOQpMejEK|Group:122

2016-06-24 09:45:18  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:18  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:19  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:20  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:20  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:21  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:34  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:36  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:36  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:37  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:38  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:42  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:43  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:44  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

2016-06-24 09:45:44  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZ5NejGaTmIhCksSOQpMej0K|Group:122

