;地图 x y 名称 范围 数量 时间 集中刷几率(0~100) 刷新模式(0~1) 集中点X 集中点Y
代码  x     y     名称          范围  数量  时间
D616  83    55    跳跳蜂          50    8     7
D616  73    44    跳跳蜂          50    8     7
D616  82    21    跳跳蜂          50    13    7
D616  50    50    黑色恶蛆        70    18    7
D616  50    50    巨型蠕虫        70    18    7
D616  50    50    蜈蚣            70    18    7
D616  50    50    钳虫            70    15    7
D616  50    50    蜈蚣0           70    1     15
D616  50    50    跳跳蜂0         70    1     15
D616  50    50    巨型蠕虫0       70    1     15
D616  50    50    钳虫0           70    1     15
D616  50    50    黑色恶蛆0       70    1     15
D616  50    50    邪恶钳虫2       70    1     60


D617  51    45    蜈蚣            50    10    7
D617  28   20      蜈蚣            50    13    7
D617  20    66    蜈蚣            50    10    7
D617  45    81    蜈蚣            50    13    7
D617  69    84    蜈蚣            50    10    7
D617  69    61    蜈蚣            50    13    7
D617  83    42    蜈蚣            50    10    7
D617  80    17    蜈蚣            50    13    7
D617  87    72    蜈蚣            50    10    7
D617  82    21    蜈蚣            50    13    7
D617  50    50    黑色恶蛆        70    18    7
D617  50    50    巨型蠕虫        70    18    7
D617  50    50    跳跳蜂          70    18    7
D617  50    50    钳虫            70    15    7
D617  50    50    蜈蚣0           70    1     15
D617  50    50    跳跳蜂0         70    1     15
D617  50    50    巨型蠕虫0       70    1     15
D617  50    50    钳虫0           70    1     15
D617  50    50    黑色恶蛆0       70    1     15
D613  50    50    邪恶钳虫2       70    1     60
D618  19    39    黑色恶蛆        70    15    7
D618  97    81    黑色恶蛆        70    15    7
D618  57    166   黑色恶蛆        70    15    7
D618  178   127   黑色恶蛆        70    15    7
D618  19    39    跳跳蜂          70    11    7
D618  97    81    跳跳蜂          70    11    7
D618  57    166   跳跳蜂          70    11    7
D618  178   127   跳跳蜂          70    11    7
D618  19    39    巨型蠕虫        70    11    7
D618  97    81    巨型蠕虫        70    11    7
D618  57    166   巨型蠕虫        70    11    7
D618  178   127   巨型蠕虫        70    11    7
D618  19    39    钳虫            70    33    7
D618  97    81    钳虫            70    33    7
D618  57    166   钳虫            70    33    7
D618  178   127   钳虫            70    33    7
D618  100   100   钳虫            100   13    10
D618  100   100   钳虫            100   13    10
D618  100   100   蜈蚣            100   43    7
D618  100   100   蜈蚣            100   13    10
D618  100   100   蜈蚣            100   13    10
D618  100   100   邪恶钳虫        100   1     60
D618  100   100   邪恶钳虫2       100   1     60

D618  100   100   蜈蚣0           70    1     15
D618  100   100   跳跳蜂0         70    1     15
D618  100   100   巨型蠕虫0       70    1     15
D618  100   100   钳虫0           70    1     15
D618  100   100   黑色恶蛆0       70    1     15

D701  100   100   僵尸5           100   20    10

D711  251   41    红野猪          30    8     10
D711  321   72    红野猪          30    8     10
D711  363   146   红野猪          30    7     10
D711  172   59    红野猪          30    7     10
D711  210   93    红野猪          30    7     10
D711  262   140   红野猪          30    7     10
D711  309   19    红野猪          30    7     10
D711  350   303   红野猪          30    7     10
D711  111   105   红野猪          30    7     10
D711  158   149   红野猪          30    7     10
D711  200   200   红野猪          30    7     10
D711  255   306   红野猪          30    7     10
D711  287   286   红野猪          30    7     10
D711  56    158   红野猪          30    7     10
D711  153   237   红野猪          30    7     10
D711  112   250   红野猪          30    7     10
D711  114   314   红野猪          30    7     10
D711  304   340   红野猪          30    7     10
D711  251   41    黑野猪          30    5     10
D711  321   72    黑野猪          30    5     10
D711  363   146   黑野猪          30    5     10
D711  172   59    黑野猪          30    5     10
D711  210   93    黑野猪          30    5     10
D711  262   140   黑野猪          30    5     10
D711  309   19    黑野猪          30    5     10
D711  350   303   黑野猪          30    5     10
D711  111   105   黑野猪          30    5     10
D711  158   149   黑野猪          30    5     10
D711  200   200   黑野猪          30    5     10
D711  255   306   黑野猪          30    5     10
D711  287   286   黑野猪          30    5     10
D711  56    158   黑野猪          30    5     10
D711  153   237   黑野猪          30    5     10
D711  112   250   黑野猪          30    5     10
D711  114   314   黑野猪          30    5     10
D711  304   340   黑野猪          30    5     10
D711  251   41    黑色恶蛆        30    8     10
D711  321   72    黑色恶蛆        30    8     10
D711  363   146   黑色恶蛆        30    8     10
D711  172   59    黑色恶蛆        30    8     10
D711  210   93    黑色恶蛆        30    8     10
D711  262   140   黑色恶蛆        30    8     10
D711  309   19    黑色恶蛆        30    8     10
D711  350   303   黑色恶蛆        30    8     10
D711  111   105   黑色恶蛆        30    8     10
D711  158   149   黑色恶蛆        30    8     10
D711  200   200   黑色恶蛆        30    8     10
D711  255   306   黑色恶蛆        30    8     10
D711  287   286   黑色恶蛆        30    8     10
D711  56    158   黑色恶蛆        30    8     10
D711  153   237   黑色恶蛆        30    8     10
D711  112   250   黑色恶蛆        30    8     10
D711  114   314   黑色恶蛆        30    8     10
D711  304   340   黑色恶蛆        30    8     10
D711  200   200   楔蛾            200   25    10

D711  200   200   红野猪0         200   1     30
D711  200   200   黑野猪0         200   1     30
D711  200   200   黑色恶蛆0       200   1     30

D712  251   41    红野猪          30    7     10
D712  321   72    红野猪          30    7     10
D712  363   146   红野猪          30    7     10
D712  172   59    红野猪          30    7     10
D712  210   93    红野猪          30    7     10
D712  262   140   红野猪          30    7     10
D712  309   19    红野猪          30    7     10
D712  350   303   红野猪          30    7     10
D712  111   105   红野猪          30    7     10
D712  158   149   红野猪          30    7     10
D712  200   200   红野猪          30    7     10
D712  255   306   红野猪          30    7     10
D712  287   286   红野猪          30    7     10
D712  56    158   红野猪          30    7     10
D712  153   237   红野猪          30    7     10
D712  112   250   红野猪          30    7     10
D712  114   314   红野猪          30    7     10
D712  304   340   红野猪          30    7     10
D712  251   41    黑野猪          30    5     10
D712  321   72    黑野猪          30    5     10
D712  363   146   黑野猪          30    5     10
D712  172   59    黑野猪          30    5     10
D712  210   93    黑野猪          30    5     10
D712  262   140   黑野猪          30    5     10
D712  309   19    黑野猪          30    5     10
D712  350   303   黑野猪          30    5     10
D712  111   105   黑野猪          30    5     10
D712  158   149   黑野猪          30    5     10
D712  200   200   黑野猪          30    5     10
D712  255   306   黑野猪          30    5     10
D712  287   286   黑野猪          30    5     10
D712  56    158   黑野猪          30    5     10
D712  153   237   黑野猪          30    5     10
D712  112   250   黑野猪          30    5     10
D712  114   314   黑野猪          30    5     10
D712  304   340   黑野猪          30    5     10
D712  100   100   黑野猪          100   1     5     50
D712  300   100   黑野猪          100   1     5     50
D712  100   300   黑野猪          100   1     5     50
D712  300   300   黑野猪          100   1     5     50
D712  251   41    黑色恶蛆        30    5     10
D712  321   72    黑色恶蛆        30    5     10
D712  363   146   黑色恶蛆        30    5     10
D712  172   59    黑色恶蛆        30    5     10
D712  210   93    黑色恶蛆        30    5     10
D712  262   140   黑色恶蛆        30    5     10
D712  309   19    黑色恶蛆        30    5     10
D712  350   303   黑色恶蛆        30    5     10
D712  111   105   黑色恶蛆        30    5     10
D712  158   149   黑色恶蛆        30    5     10
D712  200   200   黑色恶蛆        30    5     10
D712  255   306   黑色恶蛆        30    5     10
D712  287   286   黑色恶蛆        30    5     10
D712  56    158   黑色恶蛆        30    5     10
D712  153   237   黑色恶蛆        30    5     10
D712  112   250   黑色恶蛆        30    5     10
D712  114   314   黑色恶蛆        30    5     10
D712  304   340   黑色恶蛆        30    5     10
D712  200   200   楔蛾            200   35    10

D712  200   200   红野猪0         200   1     30
D712  200   200   黑野猪0         200   1     30
D712  200   200   黑色恶蛆0       200   1     30

D713  251   41    红野猪          30    7     10
D713  321   72    红野猪          30    7     10
D713  363   146   红野猪          30    7     10
D713  172   59    红野猪          30    7     10
D713  210   93    红野猪          30    7     10
D713  262   140   红野猪          30    7     10
D713  309   19    红野猪          30    7     10
D713  350   303   红野猪          30    7     10
D713  111   105   红野猪          30    7     10
D713  158   149   红野猪          30    7     10
D713  200   200   红野猪          30    7     10
D713  255   306   红野猪          30    7     10
D713  287   286   红野猪          30    7     10
D713  56    158   红野猪          30    7     10
D713  153   237   红野猪          30    7     10
D713  112   250   红野猪          30    7     10
D713  114   314   红野猪          30    7     10
D713  304   340   红野猪          30    7     10
D713  251   41    黑野猪          30    5     10
D713  321   72    黑野猪          30    5     10
D713  363   146   黑野猪          30    5     10
D713  172   59    黑野猪          30    5     10
D713  210   93    黑野猪          30    5     10
D713  262   140   黑野猪          30    5     10
D713  309   19    黑野猪          30    5     10
D713  350   303   黑野猪          30    5     10
D713  111   105   黑野猪          30    5     10
D713  158   149   黑野猪          30    5     10
D713  200   200   黑野猪          30    5     10
D713  255   306   黑野猪          30    5     10
D713  287   286   黑野猪          30    5     10
D713  56    158   黑野猪          30    5     10
D713  153   237   黑野猪          30    5     10
D713  112   250   黑野猪          30    5     10
D713  114   314   黑野猪          30    5     10
D713  304   340   黑野猪          30    5     10
D713  100   100   黑野猪          100   1     5     50
D713  300   100   黑野猪          100   1     5     50
D713  100   300   黑野猪          100   1     5     50
D713  300   300   黑野猪          100   1     5     50
D713  251   41    黑色恶蛆        30    5     10
D713  321   72    黑色恶蛆        30    5     10
D713  363   146   黑色恶蛆        30    5     10
D713  172   59    黑色恶蛆        30    5     10
D713  210   93    黑色恶蛆        30    5     10
D713  262   140   黑色恶蛆        30    5     10
D713  309   19    黑色恶蛆        30    5     10
D713  350   303   黑色恶蛆        30    5     10
D713  111   105   黑色恶蛆        30    5     10
D713  158   149   黑色恶蛆        30    5     10
D713  200   200   黑色恶蛆        30    5     10
D713  255   306   黑色恶蛆        30    5     10
D713  287   286   黑色恶蛆        30    5     10
D713  56    158   黑色恶蛆        30    5     10
D713  153   237   黑色恶蛆        30    5     10
D713  112   250   黑色恶蛆        30    5     10
D713  114   314   黑色恶蛆        30    5     10
D713  304   340   黑色恶蛆        30    5     10
D713  200   200   楔蛾            200   45    10
D713  100   100   黑色恶蛆        100   5     5     50
D713  300   100   黑色恶蛆        100   5     5     50
D713  100   300   黑色恶蛆        100   5     5     50
D713  300   300   黑色恶蛆        100   5     5     50
D713  200   200   角蝇            200   40    10
D713  200   200   蝎蛇            200   40    10

D713  200   200   红野猪0         200   1     30
D713  200   200   黑野猪0         200   1     30
D713  200   200   黑色恶蛆0       200   1     30
D713  200   200   蝎蛇0           200   1     30

D713  200   200   红野猪3         200   10    15
D713  200   200   黑野猪3         200   10    15
D713  200   200   蝎蛇3           200   10    15



D714  251   41    红野猪          30    7     10
D714  321   72    红野猪          30    7     10
D714  363   146   红野猪          30    7     10
D714  172   59    红野猪          30    7     10
D714  210   93    红野猪          30    7     10
D714  262   140   红野猪          30    7     10
D714  309   19    红野猪          30    7     10
D714  350   303   红野猪          30    7     10
D714  111   105   红野猪          30    7     10
D714  158   149   红野猪          30    7     10
D714  200   200   红野猪          30    7     10
D714  255   306   红野猪          30    7     10
D714  287   286   红野猪          30    7     10
D714  56    158   红野猪          30    7     10
D714  153   237   红野猪          30    7     10
D714  112   250   红野猪          30    7     10
D714  114   314   红野猪          30    7     10
D714  304   340   红野猪          30    7     10
D714  251   41    黑野猪          30    5     10
D714  321   72    黑野猪          30    5     10
D714  363   146   黑野猪          30    5     10
D714  172   59    黑野猪          30    5     10
D714  210   93    黑野猪          30    5     10
D714  262   140   黑野猪          30    5     10
D714  309   19    黑野猪          30    5     10
D714  350   303   黑野猪          30    5     10
D714  111   105   黑野猪          30    5     10
D714  158   149   黑野猪          30    5     10
D714  200   200   黑野猪          30    5     10
D714  255   306   黑野猪          30    5     10
D714  287   286   黑野猪          30    5     10
D714  56    158   黑野猪          30    5     10
D714  153   237   黑野猪          30    5     10
D714  112   250   黑野猪          30    5     10
D714  114   314   黑野猪          30    5     10
D714  304   340   黑野猪          30    5     10
D714  100   100   黑野猪          100   1     5     50
D714  300   100   黑野猪          100   1     5     50
D714  100   300   黑野猪          100   1     5     50
D714  300   300   黑野猪          100   1     5     50
D714  251   41    黑色恶蛆        30    5     10
D714  321   72    黑色恶蛆        30    5     10
D714  363   146   黑色恶蛆        30    5     10
D714  172   59    黑色恶蛆        30    5     10
D714  210   93    黑色恶蛆        30    5     10
D714  262   140   黑色恶蛆        30    5     10
D714  309   19    黑色恶蛆        30    5     10
D714  350   303   黑色恶蛆        30    5     10
D714  111   105   黑色恶蛆        30    5     10
D714  158   149   黑色恶蛆        30    5     10
D714  200   200   黑色恶蛆        30    5     10
D714  255   306   黑色恶蛆        30    5     10
D714  287   286   黑色恶蛆        30    5     10
D714  56    158   黑色恶蛆        30    5     10
D714  153   237   黑色恶蛆        30    5     10
D714  112   250   黑色恶蛆        30    5     10
D714  114   314   黑色恶蛆        30    5     10
D714  304   340   黑色恶蛆        30    5     10
D714  100   100   蝎蛇            100   1     5     50
D714  300   100   蝎蛇            100   1     5     50
D714  100   300   蝎蛇            100   1     5     50
D714  300   300   蝎蛇            100   1     5     50
D714  200   200   蝎蛇            200   30    10
D714  200   200   楔蛾            200   55    10
D714  200   200   白野猪          200   1     120
D714  200   200   角蝇            200   30    10

D714  200   200   红野猪0         200   1     15
D714  200   200   黑野猪0         200   1     15
D714  200   200   黑色恶蛆0       200   1     15
D714  200   200   蝎蛇0           200   1     15

D714  200   200   红野猪3         200   15    30
D714  200   200   黑野猪3         200   15    30
D714  200   200   蝎蛇3           200   15    30



D715  200   200   红野猪          200   50    10
D715  200   200   楔蛾            200   50    10
D715  200   200   蝎蛇            200   50    10
D715  200   200   黑野猪          200   50    10
D715  200   200   黑色恶蛆        200   50    10
D715  200   200   白野猪          200   10    60
D715  200   200   角蝇            200   60    10

D715  200   200   红野猪0         200   1     30
D715  200   200   黑野猪0         200   1     30
D715  200   200   黑色恶蛆0       200   1     30
D715  200   200   蝎蛇0           200   1     30

D715  200   200   红野猪3         200   20    15
D715  200   200   黑野猪3         200   20    15
D715  200   200   蝎蛇3           200   20    15

D71601 25    25    红野猪          25    7     10
D71601 25    25    黑野猪          25    7     10
D71601 25    25    楔蛾            25    10    10
D71601 25    25    蝎蛇            25    7     10
D71601 25    25    黑色恶蛆        25    10    10
D71601 25    25   黑野猪            25    5     10
D71601 25    25    红野猪0         25    1     120
D71601 25    25    红野猪3         25    1     30
D71601 25    25    黑野猪3         25    1     30
D71601 25    25    蝎蛇3           25    1     30

D71602 25    25    红野猪          25    7     10
D71602 25    25    黑野猪          25    7     10
D71602 25    25    楔蛾            25    10    10
D71602 25    25    蝎蛇            25    7     10
D71602 25    25    黑色恶蛆        25    10    10
D71602 25    25   黑野猪            25    5     10

D71602 25    25    黑野猪0         25    1     120

D71602 25    25    红野猪3         25    1     30
D71602 25    25    黑野猪3         25    1     30
D71602 25    25    蝎蛇3           25    1     30


D71603 25    25    红野猪          25    7     10
D71603 25    25    黑野猪          25    7     10
D71603 25    25    楔蛾            25    10    10
D71603 25    25    蝎蛇            25    7     10
D71603 25    25    黑色恶蛆        25    10    10
D71603 25    25   黑野猪            25    5     10

D71603 25    25    黑色恶蛆0       25    1     120

D71603 25    25    红野猪3         25    1     30
D71603 25    25    黑野猪3         25    1     30
D71603 25    25    蝎蛇3           25    1     30


D71604 25    25    红野猪          25    7     10
D71604 25    25    黑野猪          25    7     10
D71604 25    25    楔蛾            25    10    10
D71604 25    25    蝎蛇            25    7     10
D71604 25    25    黑色恶蛆        25    10    10
D71604 25    25   黑野猪            25    5     10

D71604 25    25    蝎蛇0           25    1     120

D71604 25    25    红野猪3         25    1     30
D71604 25    25    黑野猪3         25    1     30
D71604 25    25    蝎蛇3           25    1     30


D71605 25    25    红野猪          25    7     10
D71605 25    25    黑野猪          25    7     10
D71605 25    25    楔蛾            25    10    10
D71605 25    25    蝎蛇            25    7     10
D71605 25    25    黑色恶蛆        25    10    10
D71605 25    25   黑野猪            25    5     10

D71605 25    25    红野猪0         25    1     120

D71605 25    25    红野猪3         25    1     30
D71605 25    25    黑野猪3         25    1     30
D71605 25    25    蝎蛇3           25    1     30

D71606 25    25    红野猪          25    7     10
D71606 25    25    黑野猪          25    7     10
D71606 25    25    楔蛾            25    10    10
D71606 25    25    蝎蛇            25    7     10
D71606 25    25    黑色恶蛆        25    10    10
D71606 25    25   黑野猪            25    5     10

D71606 25    25    黑野猪0         25    1     120

D71606 25    25    红野猪3         25    1     30
D71606 25    25    黑野猪3         25    1     30
D71606 25    25    蝎蛇3           25    1     30

D71607 25    25    红野猪          25    7     10
D71607 25    25    黑野猪          25    7     10
D71607 25    25    楔蛾            25    10    10
D71607 25    25    蝎蛇            25    7     10
D71607 25    25    黑色恶蛆        25    10    10
D71607 25    25   黑野猪            25    5     10

D71607 25    25    黑色恶蛆0       25    1     120

D71607 25    25    红野猪3         25    1     30
D71607 25    25    黑野猪3         25    1     30
D71607 25    25    蝎蛇3           25    1     30

D71608 25    25    红野猪          25    7     10
D71608 25    25    黑野猪          25    7     10
D71608 25    25    楔蛾            25    10    10
D71608 25    25    蝎蛇            25    7     10
D71608 25    25    黑色恶蛆        25    15    10
D71608 25    25   黑野猪            25    1     10
D71608 25    25    蝎蛇0           25    1     120
D71608 25    25    红野猪3         25    1     30
D71608 25    25    黑野猪3         25    1     30
D71608 25    25    蝎蛇3           25    1     30
D71609 25    25    红野猪          25    7     10
D71609 25    25    黑野猪          25    7     10
D71609 25    25    楔蛾            25    10    10
D71609 25    25    蝎蛇            25    7     10
D71609 25    25    黑色恶蛆        25    15    10
D71609 25    25   黑野猪            25    1     10

D71609 25    25    红野猪0         25    1     120

D71609 25    25    红野猪3         25    1     30
D71609 25    25    黑野猪3         25    1     30
D71609 25    25    蝎蛇3           25    1     30

D71610 25    25    红野猪          25    7     10
D71610 25    25    黑野猪          25    7     10
D71610 25    25    楔蛾            25    10    10
D71610 25    25    蝎蛇            25    7     10
D71610 25    25    黑色恶蛆        25    15    10
D71610 25    25   黑野猪            25    1     10

D71610 25    25    黑野猪0         25    1     120
D71610 25    25    红野猪3         25    1     30
D71610 25    25    黑野猪3         25    1     30
D71610 25    25    蝎蛇3           25    1     30

D71611 25    25    红野猪          25    7     10
D71611 25    25    黑野猪          25    7     10
D71611 25    25    楔蛾            25    10    10
D71611 25    25    蝎蛇            25    7     10
D71611 25    25    黑色恶蛆        25    15    10
D71611 25    25   黑野猪            25    1     10

D71611 25    25    黑色恶蛆0       25    1     120

D71611 25    25    红野猪3         25    1     30
D71611 25    25    黑野猪3         25    1     30
D71611 25    25    蝎蛇3           25    1     30

D71612 25    25    红野猪          25    7     10
D71612 25    25    黑野猪          25    7     10
D71612 25    25    楔蛾            25    10    10
D71612 25    25    蝎蛇            25    7     10
D71612 25    25    黑色恶蛆        25    10    10
D71612 25    25   黑野猪            25    5     10

D71612 25    25    蝎蛇0           25    1     120

D71612 25    25    红野猪3         25    1     30
D71612 25    25    黑野猪3         25    1     30
D71612 25    25    蝎蛇3           25    1     30

D71613 25    25    红野猪          25    7     10
D71613 25    25    黑野猪          25    7     10
D71613 25    25    楔蛾            25    10    10
D71613 25    25    蝎蛇            25    7     10
D71613 25    25    黑色恶蛆        25    10    10
D71613 25    25   黑野猪            25    5     10

D71613 25    25    红野猪0         25    1     120
D71613 25    25    红野猪3         25    1     30
D71613 25    25    黑野猪3         25    1     30
D71613 25    25    蝎蛇3           25    1     30

D71614 25    25    红野猪          25    7     10
D71614 25    25    黑野猪          25    7     10
D71614 25    25    楔蛾            25    10    10
D71614 25    25    蝎蛇            25    7     10
D71614 25    25    黑色恶蛆        25    10    10
D71614 25    25   黑野猪            25    5     10

D71614 25    25    黑野猪0         25    1     120

D71614 25    25    红野猪3         25    1     30
D71614 25    25    黑野猪3         25    1     30
D71614 25    25    蝎蛇3           25    1     30

D71615 25    25    红野猪          25    7     10
D71615 25    25    黑野猪          25    7     10
D71615 25    25    楔蛾            25    10    10
D71615 25    25    蝎蛇            25    7     10
D71615 25    25    黑色恶蛆        25    10    10
D71615 25    25   黑野猪            25    5     10
D71615 25    25    黑色恶蛆0       25    1     120
D71615 25    25    红野猪3         25    1     30
D71615 25    25    黑野猪3         25    1     30
D71615 25    25    蝎蛇3           25    1     30
D71616 25    25    红野猪          25    7     10
D71616 25    25    黑野猪          25    7     10
D71616 25    25    楔蛾            25    10    10
D71616 25    25    蝎蛇            25    7     10
D71616 25    25    黑色恶蛆        25    10    10
D71616 25    25   黑野猪            25    5     10

D71616 25    25    蝎蛇0           25    1     120

D71616 25    25    红野猪3         25    1     30
D71616 25    25    黑野猪3         25    1     30
D71616 25    25    蝎蛇3           25    1     30

D71617 25    25    红野猪          25    7     10
D71617 25    25    黑野猪          25    7     10
D71617 25    25    楔蛾            25    10    10
D71617 25    25    蝎蛇            25    7     10
D71617 25    25    黑色恶蛆        25    10    10
D71617 25    25   黑野猪            25    5     10

D71617 25    25    红野猪0         25    1     120

D71617 25    25    红野猪3         25    1     30
D71617 25    25    黑野猪3         25    1     30
D71617 25    25    蝎蛇3           25    1     30

D71618 25    25    红野猪          25    7     10
D71618 25    25    黑野猪          25    7     10
D71618 25    25    楔蛾            25    10    10
D71618 25    25    蝎蛇            25    7     10
D71618 25    25    黑色恶蛆        25    10    10
D71618 25    25   黑野猪            25    5     10

D71618 25    25    黑野猪0         25    1     120

D71618 25    25    红野猪3         25    1     30
D71618 25    25    黑野猪3         25    1     30
D71618 25    25    蝎蛇3           25    1     30

D71619 25    25    红野猪          25    7     10
D71619 25    25    黑野猪          25    7     10
D71619 25    25    楔蛾            25    10    10
D71619 25    25    蝎蛇            25    7     10
D71619 25    25    黑色恶蛆        25    10    10
D71619 25    25   黑野猪            25    5     10

D71619 25    25    黑色恶蛆0       25    1     120

D71619 25    25    红野猪3         25    1     30
D71619 25    25    黑野猪3         25    1     30
D71619 25    25    蝎蛇3           25    1     30

D71620 25    25    红野猪          25    7     10
D71620 25    25    黑野猪          25    7     10
D71620 25    25    楔蛾            25    10    10
D71620 25    25    蝎蛇            25    7     10
D71620 25    25    黑色恶蛆        25    10    10
D71620 25    25   黑野猪            25    5     10

D71620 25    25    蝎蛇0           25    1     120

D71620 25    25    红野猪3         25    1     30
D71620 25    25    黑野猪3         25    1     30
D71620 25    25    蝎蛇3           25    1     30

D71621 25    25    红野猪          25    7     10
D71621 25    25    黑野猪          25    7     10
D71621 25    25    楔蛾            25    10    10
D71621 25    25    蝎蛇            25    7     10
D71621 25    25    黑色恶蛆        25    10    10
D71621 25    25   黑野猪            25    5     10

D71621 25    25    红野猪0         25    1     120

D71621 25    25    红野猪3         25    1     30
D71621 25    25    黑野猪3         25    1     30
D71621 25    25    蝎蛇3           25    1     30

D71622 25    25    红野猪          25    7     10
D71622 25    25    黑野猪          25    7     10
D71622 25    25    楔蛾            25    10    10
D71622 25    25    蝎蛇            25    7     10
D71622 25    25    黑色恶蛆        25    10    10
D71622 25    25   黑野猪            25    5     10

D71622 25    25    黑野猪0         25    1     120

D71622 25    25    红野猪3         25    1     30
D71622 25    25    黑野猪3         25    1     30
D71622 25    25    蝎蛇3           25    1     30

D71623 25    25    红野猪          25    7     10
D71623 25    25    黑野猪          25    7     10
D71623 25    25    楔蛾            25    10    10
D71623 25    25    蝎蛇            25    7     10
D71623 25    25    黑色恶蛆        25    10    10
D71623 25    25   黑野猪            25    5     10

D71623 25    25    黑色恶蛆0       25    1     120

D71623 25    25    红野猪3         25    1     30
D71623 25    25    黑野猪3         25    1     30
D71623 25    25    蝎蛇3           25    1     30

D71624 25    25    红野猪          25    7     10
D71624 25    25    黑野猪          25    7     10
D71624 25    25    楔蛾            25    10    10
D71624 25    25    蝎蛇            25    7     10
D71624 25    25    黑色恶蛆        25    10    10
D71624 25    25   黑野猪            25    5     10

D71624 25    25    蝎蛇0           25    1     120

D71624 25    25    红野猪3         25    1     30
D71624 25    25    黑野猪3         25    1     30
D71624 25    25    蝎蛇3           25    1     30

D71625 25    25    红野猪          25    7     10
D71625 25    25    黑野猪          25    7     10
D71625 25    25    楔蛾            25    10    10
D71625 25    25    蝎蛇            25    7     10
D71625 25    25    黑色恶蛆        25    10    10
D71625 25    25    黑野猪            25    5     10

D71625 25    25    红野猪0         25    1     120

D71625 25    25    红野猪3         25    1     30
D71625 25    25    黑野猪3         25    1     30
D71625 25    25    蝎蛇3           25    1     30

D716  25    25    红野猪          25    10     10
D716  25    25    黑野猪          25    10     10
D716  25    25    楔蛾            25    16     10
D716  25    25    蝎蛇            25    10     10
D716  25    25    黑色恶蛆        25    16     10
D716  25    25    黑野猪          25    10     10
D716  25    25    黑野猪0         25    1     120

D717  100   100   黑色恶蛆        100   80    15
D717  100   100   楔蛾            100   80    15
D717  100   100   白野猪          100   28    15
D717  100   100   白野猪0         100   2     15
D717  100   100   白野猪0         100   2     15
D717  100   100   白野猪2         100   2     15
D717  100   100   邪恶毒蛇        100   1     30
D717  100   100   黑野猪          100   30    10

E701  50    50    僵尸1           50    22    23
E701  50    50    僵尸2           50    22    23
E701  50    50    僵尸3           50    22    23
E701  50    50    僵尸4           50    22    23
E701  50    50    僵尸5           50    22    23
E701  50    50    僵尸10          50    1     120
E701  50    50    僵尸30          50    1     120
E701  50    50    僵尸50          50    1     120


E702  50    50    僵尸1           50    25    23
E702  50    50    僵尸2           50    15    23
E702  50    50    僵尸3           50    15    23
E702  50    50    僵尸4           50    15    23
E702  50    50    僵尸5           50    15    23
E702  50    50    楔蛾            50    15    23
E702  50    50    红野猪          50    15    23
E702  50    50    黑野猪          50    15    23
E702  50    50    黑色恶蛆        50    15    23
E702  50    50    角蝇            50    2     23
E702  50    50    蝎蛇            50    10    23

E702  50    50    僵尸10          50    1     120
E702  50    50    僵尸40          50    1     120
E702  50    50    僵尸50          50    1     120
E702  50    50    黑野猪0         50    1     120
E702  50    50    蝎蛇0           50    1     120


E703  50    50    楔蛾            50    25    23
E703  50    50    红野猪          50    25    23
E703  50    50    黑野猪          50    25    23
E703  50    50    黑色恶蛆        50    25    23
E703  50    50    角蝇            50    8     23
E703  50    50    蝎蛇            50    25    23
E703  50    50    红野猪0         50    1     120
E703  50    50    蝎蛇0           50    1     120

E601  75    75    僵尸1           75    50    23
E601  75    75    僵尸2           75    40    23
E601  75    75    僵尸3           75    40    23
E601  75    75    僵尸4           75    40    23
E601  75    75    僵尸5           75    40    23
E601  75    75    僵尸10          75    1     120
E601  75    75    僵尸20          75    1     120
E601  75    75    僵尸30          75    1     120
E601  75    75    僵尸20          75    1     120
E601  75    75    僵尸50          75    1     120
E602  75    75    僵尸1           75    40    23
E602  75    75    僵尸2           75   20      23
E602  75    75    僵尸3           75    35    23
E602  75    75    僵尸4           75    35    23
E602  75    75    僵尸5           75    35    23
E602  75    75    蜈蚣            75    35    23
E602  75    75    黑色恶蛆        75    35    23
E602  75    75    跳跳蜂          75    35    23
E602  75    75    钳虫            75    35    23
E602  75    75    僵尸10          75    1     120
E602  75    75    僵尸20          75    1     120
E602  75    75    蜈蚣0           75    1     120
E602  75    75    跳跳蜂0         75    1     120
E602  75    75    钳虫0           75    1     120

E603  100   100   僵尸1           100   40    23
E603  100   100   僵尸2           100   30    23
E603  100   100   僵尸3           100   30    23
E603  100   100   僵尸4           100   30    23
E603  100   100   僵尸5           100   30    23
E603  100   100   蜈蚣            100   30    23
E603  100   100   黑色恶蛆        100   40    23
E603  100   100   跳跳蜂          100   40    23
E603  100   100   钳虫            100   40    23
E603  100   100   僵尸10          100   1     120
E603  100   100   僵尸20          100   1     120
E603  100   100   蜈蚣0           100   1     120
E603  100   100   跳跳蜂0         100   1     120
E603  100   100   黑色恶蛆0       100   1     120
E603  100   100   钳虫0           100   1     120

E604  75    75    僵尸1           75    30    23
E604  75    75    僵尸2           75    20    23
E604  75    75    僵尸3           75    20    23
E604  75    75    僵尸4           75    20    23
E604  75    75    僵尸5           75    20    23
E604  75    75    蜈蚣            75    40    23
